,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
143,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,1,1
144,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,0,1,0
145,Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,1,0,1
146,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,1,1
147,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,0,1,0
148,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,1,0,1,0
149,Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,1,0,1,1
150,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,1,1
151,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,1,0,0
152,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,0,0,0,1,1
153,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0
154,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
155,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
156,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,0
157,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
158,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
159,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
160,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
161,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
162,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
163,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
164,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
165,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
166,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
167,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,1,0,1,1
168,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,1,1
169,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,1,0,1
170,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,0,0,0,1,1
171,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,1
172,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
173,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
174,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,1
175,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
176,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,0
177,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,0
178,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,1
179,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
180,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,1
181,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
182,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,1
183,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
184,Home,Alone,Sunny,55,6PM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,1,0,1
185,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,0
186,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,0
187,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,1,0,1,0
188,Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,1,0,1,0
189,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,1
190,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,1,0,1
191,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,0,0,0,1,1
192,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,less1,never,gt8,1~3,less1,1,0,0,1,0
193,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,1
194,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,1
195,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
196,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
197,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
198,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
199,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
200,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,1
201,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,1
202,No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,0
203,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
204,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,1
205,No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
206,Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,1,0,1
207,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,1
208,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,0
209,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,1,0,1,1
210,Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,1,0,1,1
211,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0
212,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,1,0,0
213,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,0,0,0,1,0
214,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0
215,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,1
216,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,1
217,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,1
218,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
219,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,1
220,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
221,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
222,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
223,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,0
224,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
225,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,0
226,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
227,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,1
228,Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,1,0,1
229,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,0
230,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,0
231,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,1,0,1,1
232,Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,1,0,1,0
233,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,1
234,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,1,0,1
235,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,0,0,0,1,0
236,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,1,0
237,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,0,1,1
238,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,0,1,1
239,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
240,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,0
241,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,0
242,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
243,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
244,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
245,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,0
246,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,0
247,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,0,1,1
248,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
249,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,0
250,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,1,0,1
251,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
252,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,0,1,0
253,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,1,0,1,1
254,Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,1,0,1,0
255,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,1
256,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,1,0,1
257,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,0,0,0,1,1
258,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,1,0
259,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,0,0,0,1,1
260,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,0,0,0,1,1
261,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
262,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,1
263,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,1
264,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
265,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
266,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
267,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
268,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
269,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,0
270,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,1,0,0,1,1
271,Home,Alone,Sunny,55,6PM,Bar,1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,gt8,less1,1~3,never,0,0,1,0,0
